000669_F_30_147320_5896701.jpg | Altura: 1.620 m | Peso: 72.2 kg | Clase_NET: normal | Clase_REGLA: normal
000995_F_23_154940_6304934.jpg | Altura: 1.676 m | Peso: 60.8 kg | Clase_NET: normal | Clase_REGLA: normal
000339_M_23_172720_11339810.jpg | Altura: 1.769 m | Peso: 94.9 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
0_M_27_167640_18143696.jpg | Altura: 1.703 m | Peso: 154.3 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
1_F_25_167640_10659421.jpg | Altura: 1.576 m | Peso: 67.0 kg | Clase_NET: normal | Clase_REGLA: normal
000918_F_23_172720_12246995.jpg | Altura: 1.664 m | Peso: 89.7 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
000377_M_25_162560_12246995.jpg | Altura: 1.770 m | Peso: 103.1 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
0_F_37_160020_6441012.jpg | Altura: 1.602 m | Peso: 59.0 kg | Clase_NET: normal | Clase_REGLA: normal
000461_F_24_170180_7257478.jpg | Altura: 1.679 m | Peso: 85.3 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
001459_F_22_157480_9588943.jpg | Altura: 1.651 m | Peso: 96.0 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
4_M_21_177800_9071848.jpg | Altura: 1.777 m | Peso: 102.4 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
1_M_21_190500_12473791.jpg | Altura: 1.788 m | Peso: 118.3 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000058_F_22_162560_8618256.jpg | Altura: 1.633 m | Peso: 72.3 kg | Clase_NET: normal | Clase_REGLA: normal
0_M_23_187960_10659421.jpg | Altura: 1.779 m | Peso: 94.1 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
1_M_36_187960_13834567.jpg | Altura: 1.856 m | Peso: 131.2 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000327_M_22_182880_11566606.jpg | Altura: 1.834 m | Peso: 106.8 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
001301_M_27_170180_8164663.jpg | Altura: 1.777 m | Peso: 82.5 kg | Clase_NET: normal | Clase_REGLA: normal
000299_M_21_170180_6803886.jpg | Altura: 1.763 m | Peso: 89.2 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
001350_M_30_190500_8028585.png | Altura: 1.824 m | Peso: 84.6 kg | Clase_NET: normal | Clase_REGLA: normal
000299_M_21_170180_6078138.jpg | Altura: 1.803 m | Peso: 77.0 kg | Clase_NET: normal | Clase_REGLA: normal
000977_F_24_167640_11566606.jpg | Altura: 1.666 m | Peso: 88.6 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
000782_F_24_170180_8618256.jpg | Altura: 1.631 m | Peso: 73.1 kg | Clase_NET: normal | Clase_REGLA: normal
001721_M_23_167640_10568703.jpg | Altura: 1.715 m | Peso: 81.5 kg | Clase_NET: normal | Clase_REGLA: normal
000380_M_25_187960_10840858.jpg | Altura: 1.785 m | Peso: 102.7 kg | Clase_NET: sobrepeso | Clase_REGLA: obesidad
001500_F_21_167640_8391459.jpg | Altura: 1.700 m | Peso: 85.1 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
000576_M_34_182880_10205829.jpg | Altura: 1.810 m | Peso: 81.4 kg | Clase_NET: normal | Clase_REGLA: normal
000445_M_31_167640_13879927.jpg | Altura: 1.786 m | Peso: 118.4 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
001641_M_22_170180_12882024.jpg | Altura: 1.815 m | Peso: 125.9 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
0_F_23_177800_8300740.jpg | Altura: 1.664 m | Peso: 83.6 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
002331_M_45_182880_15885664.jpg | Altura: 1.774 m | Peso: 122.2 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
001138_F_31_160020_6713168.jpg | Altura: 1.699 m | Peso: 69.2 kg | Clase_NET: sobrepeso | Clase_REGLA: normal
2_F_31_167640_9071848.jpg | Altura: 1.641 m | Peso: 89.6 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
000238_F_35_149860_6123497.jpg | Altura: 1.644 m | Peso: 71.7 kg | Clase_NET: normal | Clase_REGLA: normal
001991_M_27_180340_10160470.jpg | Altura: 1.740 m | Peso: 94.6 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
000498_M_21_172720_18234414.png | Altura: 1.883 m | Peso: 116.6 kg | Clase_NET: sobrepeso | Clase_REGLA: obesidad
001885_M_25_182880_13834567.jpg | Altura: 1.798 m | Peso: 118.9 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
002171_M_18_177800_10432625.jpg | Altura: 1.788 m | Peso: 106.4 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
1_F_39_165100_7030682.jpg | Altura: 1.666 m | Peso: 78.6 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
0_F_22_160020_5352390.jpg | Altura: 1.655 m | Peso: 69.4 kg | Clase_NET: normal | Clase_REGLA: normal
000347_M_23_182880_14288161.jpg | Altura: 1.797 m | Peso: 112.9 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
001332_M_22_177800_12927383.jpg | Altura: 1.786 m | Peso: 100.9 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
000451_F_21_175260_12020199.jpg | Altura: 1.668 m | Peso: 91.4 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
0_M_19_177800_6803886.jpg | Altura: 1.795 m | Peso: 109.6 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
002137_F_39_167640_8436819.jpg | Altura: 1.663 m | Peso: 85.9 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
000871_F_24_160020_7620352.jpg | Altura: 1.624 m | Peso: 77.8 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
0_M_22_185420_14378879.jpg | Altura: 1.817 m | Peso: 140.1 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000467_F_25_172720_11113014.png | Altura: 1.699 m | Peso: 114.6 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000530_M_27_187960_8482178.png | Altura: 1.751 m | Peso: 89.0 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
000355_M_24_180340_7983226.png | Altura: 1.848 m | Peso: 107.3 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
001139_M_22_165100_9071848.jpg | Altura: 1.777 m | Peso: 101.6 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
0_F_22_167640_6214216.jpg | Altura: 1.674 m | Peso: 73.2 kg | Clase_NET: obesidad | Clase_REGLA: normal
001838_F_28_160020_9979033.jpg | Altura: 1.633 m | Peso: 102.9 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000817_F_27_152400_6758526.png | Altura: 1.705 m | Peso: 74.8 kg | Clase_NET: normal | Clase_REGLA: normal
002156_M_30_172720_7574993.jpg | Altura: 1.770 m | Peso: 84.4 kg | Clase_NET: normal | Clase_REGLA: normal
000681_F_32_157480_6010099.jpg | Altura: 1.637 m | Peso: 68.3 kg | Clase_NET: normal | Clase_REGLA: normal
000165_F_28_157480_8436819.jpg | Altura: 1.692 m | Peso: 93.5 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
000536_M_30_175260_8890411.png | Altura: 1.824 m | Peso: 118.4 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
000508_M_24_177800_9706877.jpg | Altura: 1.810 m | Peso: 95.3 kg | Clase_NET: normal | Clase_REGLA: sobrepeso
2_F_22_175260_10704781.jpg | Altura: 1.701 m | Peso: 95.4 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
001600_M_21_172720_10886218.jpg | Altura: 1.755 m | Peso: 116.6 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
0_M_22_172720_6350294.jpg | Altura: 1.825 m | Peso: 107.7 kg | Clase_NET: desnutricion | Clase_REGLA: sobrepeso
001311_M_23_177800_8073945.jpg | Altura: 1.844 m | Peso: 88.3 kg | Clase_NET: obesidad | Clase_REGLA: normal
001319_M_21_187960_10886218.jpg | Altura: 1.800 m | Peso: 104.9 kg | Clase_NET: obesidad | Clase_REGLA: sobrepeso
001329_M_30_175260_21999231.jpg | Altura: 1.834 m | Peso: 117.4 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
001320_M_32_187960_14741753.jpg | Altura: 1.816 m | Peso: 122.0 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
0_F_25_162560_6803886.jpg | Altura: 1.702 m | Peso: 95.8 kg | Clase_NET: sobrepeso | Clase_REGLA: sobrepeso
001244_M_24_172720_7484274.jpg | Altura: 1.773 m | Peso: 78.6 kg | Clase_NET: normal | Clase_REGLA: normal
002272_M_35_170180_8981130.jpg | Altura: 1.743 m | Peso: 76.6 kg | Clase_NET: normal | Clase_REGLA: normal
0_M_20_180340_10432625.jpg | Altura: 1.776 m | Peso: 103.7 kg | Clase_NET: obesidad | Clase_REGLA: obesidad
